nom;hippodrome;partants;victoires
A. UNTERREINER;MAUQUENCHY;3;0
MME M. HAWAS;MAUQUENCHY;2;0
F. DESMIGNEUX;VINCENNES;22;0
M. IZZO;VINCENNES;5;0
CH. HESLOUIN;VINCENNES;16;0
M. IONESCU;VINCENNES;2;0
M. VERVA;VINCENNES;9;0
T. OUVRIE;VINCENNES;11;0
R. HUE;VINCENNES;4;0
ANTHONY DOLLION;VINCENNES;8;0
A. ANDRE;VINCENNES;21;0
MME LANA HENRY;VINCENNES;1;0
V. GALLO;VINCENNES;1;0
J.J. BELLEVEAUX;PONT DE VIVAUX;2;0
M. DEMISSY;PONT DE VIVAUX;2;0
TH. GOUT;PONT DE VIVAUX;4;0
M. VAUDOIT;PONT DE VIVAUX;1;0
H. SOREL;PONT DE VIVAUX;6;0
F. TUGEND;PONT DE VIVAUX;14;0
MLLE D. POSTHUMUS;PONT DE VIVAUX;1;1
M. CINIER;PONT DE VIVAUX;7;1
N. CINIER;PONT DE VIVAUX;3;1
S. STEFANO;PONT DE VIVAUX;18;1
TH. BRIAND;PONT DE VIVAUX;28;8
D. BEKAERT;PONT DE VIVAUX;24;4
N. MOUROT;PONT DE VIVAUX;11;0
V. CABOS;PONT DE VIVAUX;2;0
J. GUELPA;PONT DE VIVAUX;14;0
LAURENT GOUT;PONT DE VIVAUX;7;0
P. REPICHET;PONT DE VIVAUX;11;2
ED. COUBARD-MEUNIER;PONT DE VIVAUX;4;0
O. MERLE;PONT DE VIVAUX;2;0
J.P. GAUVIN;PONT DE VIVAUX;4;0
J. CHAUVIN;PONT DE VIVAUX;1;0
P. GERAY;PONT DE VIVAUX;2;0
NICOLAS GERMAIN LEFEVRE;PONT DE VIVAUX;17;2
A. MUIDEBLED;PONT DE VIVAUX;6;0
N. PACHA;PONT DE VIVAUX;5;2
N. CORMY;PONT DE VIVAUX;4;0
J.CH. SOREL;PONT DE VIVAUX;19;1
D. BROUWER;PONT DE VIVAUX;2;0
S. NOILLY;PONT DE VIVAUX;1;0
Y.A. BRIAND;PONT DE VIVAUX;15;0
M. GRASSET;PONT DE VIVAUX;12;0
S. CINGLAND;PONT DE VIVAUX;11;0
J. ASSELIE;PONT DE VIVAUX;2;0
A. MAZZU;PONT DE VIVAUX;1;0
J.PH. GRIMALDI;PONT DE VIVAUX;2;0
MLLE G. AMBROGIO;PONT DE VIVAUX;4;3
F. DUBAILLAY;PONT DE VIVAUX;2;0
H. LAKHRISSI;PONT DE VIVAUX;4;0
PH. TERME;PONT DE VIVAUX;2;0
S. TRIOMPHE;PONT DE VIVAUX;3;0
MLLE S. BLANCHETIERE;PONT DE VIVAUX;4;0
Y.J. LE BEZVOET;CORDEMAIS;1;0
A. LAMY;CORDEMAIS;5;0
S. HARDY;CORDEMAIS;6;1
S. POILANE;CORDEMAIS;2;0
L. LE DREAN;CORDEMAIS;1;0
A. JANNIER;CORDEMAIS;2;0
M. BARRE;CORDEMAIS;3;0
B. CARPENTIER;CORDEMAIS;2;0
A. THOMAS;CORDEMAIS;5;0
J.PH. MONCLIN;CORDEMAIS;7;1
B. HARDY;CORDEMAIS;2;0
A. WIELS;CORDEMAIS;7;1
CH. GALLIER;CORDEMAIS;1;0
PH. BOUTIN;CORDEMAIS;2;0
S. TRIBOURDEAU;CORDEMAIS;2;0
A. BARRIER;CORDEMAIS;10;5
A. GENDROT;CORDEMAIS;2;0
J. BALU;CORDEMAIS;3;1
T. CALO;CORDEMAIS;2;0
J. BESCHER;CORDEMAIS;1;0
O. RAFFIN;CORDEMAIS;4;0
J. LEHERICEY;CORDEMAIS;1;0
C. HERIVAUX;CORDEMAIS;1;1
E. AUDEBERT;CORDEMAIS;1;0
D. VALLEE;CORDEMAIS;1;0
W. SOUCHET;CORDEMAIS;1;0
CH.A. MARY;CORDEMAIS;1;0
A. LHERETE;CORDEMAIS;1;0
F. GUINE;CORDEMAIS;1;0
L. GUINOISEAU;CORDEMAIS;2;1
J.PH. MARY;CORDEMAIS;2;0
A. LEDUC;CORDEMAIS;1;0
P. TIJOU;CORDEMAIS;1;0
M. LEGROS;VINCENNES;28;3
MME N. DESCAMPS;VINCENNES;2;0
MME B. GUENET;VINCENNES;5;0
TH. MARTIN;VINCENNES;2;0
MLLE EMILIE DUPERCHE;VINCENNES;11;0
MME J. STRANG;VINCENNES;1;0
MME K. GUILLON;VINCENNES;2;0
MME P. CAVANIE;VINCENNES;11;1
A. MANTA;VINCENNES;2;1
MME A.K. RASMUSSEN;VINCENNES;8;1
CH. BACHE;VINCENNES;2;0
MLLE F. AUBER;VINCENNES;10;1
P. VAN POLLAERT;VINCENNES;2;1
G. JUNOD;VINCENNES;3;0
CH.J. BIGEON;VINCENNES;13;0
G. GILARD;VINCENNES;2;0
ETIENNE DUBOIS;VINCENNES;20;3
CH.M. BRUNEAU;VINCENNES;2;0
J.B. LELIEVRE;VINCENNES;2;1
CEDRIC TERRY;VINCENNES;25;0
MARCO BASILE;VINCENNES;1;0
E. LOCCISANO;VINCENNES;5;0
MLLE CL. LELIEVRE;VINCENNES;3;0
P. PELLEROT;VINCENNES;1;0
A. LAURENT;VINCENNES;12;0
D.M. OLIVIER;ANGERS;3;0
S. GOUGEON;ANGERS;5;0
S. HARDY;ANGERS;5;0
G. BOUTEILLER;ANGERS;2;0
J. PLANCHARD;ANGERS;1;0
J. TRAVERS;ANGERS;5;0
CH. PETREMENT;ANGERS;4;0
Y. LEBOURGEOIS;ANGERS;6;1
J. BALU;ANGERS;1;0
J. SEVIN;ANGERS;2;0
J.ET. ABRIVARD;ANGERS;3;0
A. WIELS;ANGERS;4;1
V. SEGUIN;ANGERS;1;0
R. GOUGEON;ANGERS;2;2
A. LAMY;ANGERS;3;0
M. CHOLLOUX;ANGERS;1;0
F. GUINHUT;ANGERS;2;0
R. MARTY;ANGERS;1;0
L. GUENET;ANGERS;1;0
B. BEAUCAMP;ANGERS;1;0
MME R. HAGHIGHAT;ANGERS;1;0
E. LE BEC;ANGERS;1;0
CL. DUVALDESTIN;ANGERS;2;1
S.E. PASQUIER;ANGERS;3;0
M. LEGROS;ANGERS;3;1
C. GOURGAND;ANGERS;3;0
L. GUINOISEAU;ANGERS;2;0
B. MICHARDIERE;ANGERS;2;0
ST. DESHAYES;ANGERS;2;0
B. CARPENTIER;ANGERS;1;0
L. JUBLOT;ANGERS;4;0
A. LEFAUCHEUX;ANGERS;1;0
MARTIAL VIEL;ANGERS;4;0
TH. DROMIGNY;ANGERS;1;0
A. REBECHE;ANGERS;1;0
L. BAUDOUIN;ANGERS;2;0
MME LANA HENRY;LA CEPIERE;33;5
F. CLOZIER;LA CEPIERE;35;4
P. GESRET;LA CEPIERE;24;2
B. GOETZ;LA CEPIERE;19;2
ET. CLOZIER;LA CEPIERE;22;1
A. ANDRE;LA CEPIERE;6;0
N.R. BROSSARD;LA CEPIERE;21;2
J.F. MOQUET;LA CEPIERE;1;0
E. DE JESUS;LA CEPIERE;5;0
E. AUDEBERT;LA CEPIERE;8;0
R.W. DENECHERRE;LA CEPIERE;1;0
M. DAOUGABEL;LA CEPIERE;9;0
P. BOUGON BOUGEARD;LA CEPIERE;1;0
TH. PRUDHON;LA CEPIERE;9;1
A. CHARBONNEAU;LA CEPIERE;1;0
AXEL LAIGRON;LA CEPIERE;9;1
J. ASSELIE;LA CEPIERE;16;2
J.M. EMPEYTAZ;LA CEPIERE;4;0
A. REDON;LA CEPIERE;1;0
CHARLY CLOZIER;LA CEPIERE;5;1
B. CANDELLE-GARDENQ;LA CEPIERE;4;0
MLLE M. PAILLARD;LA CEPIERE;4;0
F. JULIEN;LA CEPIERE;6;2
P.M. ALLAIS;LA CEPIERE;1;0
D. BOUYNE;LA CEPIERE;7;0
M. JOUBIOUX;LA CEPIERE;1;0
M. MOTTIER;NANTES;5;1
A. ANDRE;NANTES;2;0
CL. FRECELLE;NANTES;5;0
R. GOUGEON;NANTES;2;0
L. GUINOISEAU;NANTES;12;0
H. MARIE;NANTES;1;0
P. TIJOU;NANTES;1;0
A. POPOT;NANTES;1;0
T. OUVRIE;NANTES;5;0
B. LE BELLER;NANTES;4;0
J.ET. ABRIVARD;NANTES;10;1
F. PRIOUL;NANTES;3;1
R. JOLY;NANTES;2;0
H. MONTHULE;NANTES;2;1
TH. VIAUD;NANTES;2;0
J. CONDETTE;NANTES;3;0
ANTHONY DOLLION;NANTES;3;0
F. BLANDIN;NANTES;2;0
TH. DROMIGNY;NANTES;2;0
E. LELIEVRE;NANTES;2;1
F. POISSON;NANTES;1;0
S. GOUGEON;NANTES;5;0
H. LECOT;NANTES;1;0
A. GALLARD;NANTES;1;0
E. BEUDARD;NANTES;1;1
E. DE JESUS;NANTES;8;1
G. MONTHULE;NANTES;1;0
CEDRIC TERRY;NANTES;9;2
PIERRE ABRIVARD;NANTES;1;0
ALEXANDRE BODIN;NANTES;12;0
A. ACEF;NANTES;1;0
R. LE CREPS;NANTES;1;0
P.A. DELACOUR;NANTES;1;0
P. HOUEL;NANTES;4;0
A. ABRIVARD;CAGNES/MER;6;1
N. CORMY;CAGNES/MER;22;1
V. FOUCAULT;CAGNES/MER;2;1
H. GRIFT;CAGNES/MER;5;0
MARTIN CORMY;CAGNES/MER;21;0
R. GOUT;CAGNES/MER;7;0
M. LENOIR;CAGNES/MER;6;0
Q. CHAUVE-LAFFAY;VINCENNES;2;0
ARNAUD DESMOTTES;VINCENNES;24;0
A. MARION;VINCENNES;1;0
A. GOCCIADORO;VINCENNES;13;2
G. BEAUFILS;VINCENNES;1;0
N. BRUN;AGEN LA GARENNE;4;0
P. BOUGON BOUGEARD;AGEN LA GARENNE;1;0
A. OMRANI;AGEN LA GARENNE;2;0
M. POTIER;AGEN LA GARENNE;1;0
L. AUDEBERT;AGEN LA GARENNE;3;0
MME L. MAGNENAT;AGEN LA GARENNE;1;0
P. GESRET;AGEN LA GARENNE;25;0
F. MARTY;AGEN LA GARENNE;26;5
N. VIMOND;AGEN LA GARENNE;9;1
N.R. BROSSARD;AGEN LA GARENNE;24;0
B. VANACKER;AGEN LA GARENNE;8;0
F. CORBINEAU;AGEN LA GARENNE;5;1
N. LANGLOIS;AGEN LA GARENNE;17;1
T. BORD;AGEN LA GARENNE;13;1
CH. MARTENS;AGEN LA GARENNE;4;1
J. CHAVATTE;AGEN LA GARENNE;23;0
PIERRICK LE MOEL;AGEN LA GARENNE;28;1
D. CANNILLO;AGEN LA GARENNE;7;0
CHARLES BOUVIER;AGEN LA GARENNE;4;0
A. HONORE;AGEN LA GARENNE;9;0
O. BIZOUX;LYON LA SOIE;1;0
B. CHAUVE-LAFFAY;LYON LA SOIE;21;3
P. REPICHET;LYON LA SOIE;1;0
R. GROSBOT;LYON LA SOIE;6;0
L. LERENARD;LYON LA SOIE;5;0
TH. BRIAND;LYON LA SOIE;28;5
F. GIARD;LYON LA SOIE;7;0
M. AOUDIA;LYON LA SOIE;3;0
MICKAEL CORMY;LYON LA SOIE;5;0
A. CURY;LYON LA SOIE;7;0
F.J. PELTIER;LYON LA SOIE;7;0
TH. LEMOINE;LYON LA SOIE;4;0
O. MERLE;LYON LA SOIE;11;0
L. PACIFICO;LYON LA SOIE;1;0
D.A. HAON;LYON LA SOIE;2;0
G. TOURON;LYON LA SOIE;13;0
G. FOURNIGAULT;LYON LA SOIE;5;0
A. CHAPEY;LYON LA SOIE;3;0
G. JOUVE;LYON LA SOIE;1;0
G. MOINON;ARGENTAN;3;0
R. DELAUNE;ARGENTAN;1;0
F.P. BOSSUET;ARGENTAN;1;1
R. DOUYERE;ARGENTAN;3;0
P. HOUEL;ARGENTAN;6;0
J.M. MARIE;ARGENTAN;3;0
B. DANIELO;ARGENTAN;1;0
F. POISSON;ARGENTAN;2;0
C. MEGISSIER;ARGENTAN;3;0
M. LEGROS;ARGENTAN;2;0
J. GILLET;ARGENTAN;1;0
MLLE E. KARLEN;ARGENTAN;1;0
A. MARTON-HELIOT;ARGENTAN;2;1
A. BOURGOIN-TIMBERT;ARGENTAN;2;1
A. COLINEAU;ARGENTAN;1;0
R. PROST-BOUCLE;ARGENTAN;1;0
D. RENAUDIN;ARGENTAN;1;0
TH. ROUSSIN;ARGENTAN;3;0
V. BOULTAREAU;ARGENTAN;1;0
I. KROUCHI;ARGENTAN;1;0
J. MATHELIER;ARGENTAN;1;0
M. GOETZ;ARGENTAN;2;1
M. GARCON;ARGENTAN;1;0
H. LEVEAU;ARGENTAN;1;0
ALEXIS BERNARD;ARGENTAN;1;0
A. GRUSZKA;ARGENTAN;1;0
T. PERRIER;ARGENTAN;4;1
A.P. HENRY;ARGENTAN;1;0
MME P. CAVANIE;ARGENTAN;2;1
B. CHEVILLARD;ARGENTAN;1;0
H. JOUAULT;ARGENTAN;1;0
JULIEN RENAULT;ARGENTAN;1;1
MME AUDREY MENAGER;ARGENTAN;1;0
MLLE E. GOETZ;ARGENTAN;2;0
J. LAROCCA;ARGENTAN;1;0
MME C. CHAZAL;ARGENTAN;2;0
J. AUVRAY;ARGENTAN;1;0
R. PELLIER;ARGENTAN;1;0
S. ERNAULT;VINCENNES;13;1
Y. CABARET;VINCENNES;1;0
A. FAVRIS;VINCENNES;1;0
H. MONTHULE;VINCENNES;10;1
R.CH. LARUE;VINCENNES;8;0
MLLE V. GRELIN;PONT DE VIVAUX;1;0
MME A. ROMAN;PONT DE VIVAUX;1;0
MLLE B. GRIFT;PONT DE VIVAUX;1;0
MLLE M. D'ESPARBES;PONT DE VIVAUX;1;0
A. TOMASELLI;PONT DE VIVAUX;2;0
N. ENSCH;PONT DE VIVAUX;8;3
A. PILLON;PONT DE VIVAUX;1;0
Q. DAOUGABEL;PONT DE VIVAUX;1;0
J. UROZ;PONT DE VIVAUX;1;0
K. THONNERIEUX;PONT DE VIVAUX;6;0
D. DEMURU;PONT DE VIVAUX;1;0
J.CH. FERON;PONT DE VIVAUX;9;1
X. BOVAY;PONT DE VIVAUX;1;0
R. HEMERY;PONT DE VIVAUX;1;0
A. JANNIER;PONT DE VIVAUX;1;0
D. BARANGER;LE BOUSCAT;2;1
O. RAFFIN;LE BOUSCAT;7;0
J. PAILLE;LE BOUSCAT;9;0
V. CABOS;LE BOUSCAT;4;0
A. MARAIS;LE BOUSCAT;3;0
E. AUDEBERT;LE BOUSCAT;8;1
A. MERIEL;LE BOUSCAT;1;0
F. CORBINEAU;LE BOUSCAT;4;0
D. BROSSARD;LE BOUSCAT;5;0
MLLE A. DUPUIS;LE BOUSCAT;4;0
G. TOQUE;LE BOUSCAT;2;0
Y. BOUISSON;LE BOUSCAT;2;0
DAVID RENAULT;LE BOUSCAT;1;0
MLLE E. SOULOY;LE BOUSCAT;1;0
P. VENTURA;LE BOUSCAT;1;0
MLLE D. POSTHUMUS;LE BOUSCAT;3;0
TH. RAFFIN;LE BOUSCAT;6;2
TH. MARTINIERE;LE BOUSCAT;6;0
E. SALMON;LE BOUSCAT;6;0
Q. BOUYNE;LE BOUSCAT;4;0
N. BRUN;LE BOUSCAT;2;0
Y. VIDAL;LE BOUSCAT;1;0
PH. DAUGEARD;LE BOUSCAT;2;0
J.H. TREICH;LE BOUSCAT;4;0
P.A. RYNWALT-BOULARD;LE BOUSCAT;2;0
L. GOETZ;LE BOUSCAT;13;3
L. LAUDREN;LE BOUSCAT;3;0
P. GESRET;LE BOUSCAT;1;1
A. HONORE;LE BOUSCAT;9;0
J.M. TEILLET;LE BOUSCAT;2;0
PIERRICK LE MOEL;LE BOUSCAT;8;1
N. VIMOND;LE BOUSCAT;7;0
Q. FLEURY;LE BOUSCAT;1;0
D. CANNILLO;LE BOUSCAT;1;0
J. RIVIERE;LE BOUSCAT;2;0
B. GOETZ;LE BOUSCAT;4;0
H. BEAUMONT;LE BOUSCAT;1;0
J. BESCHER;LE BOUSCAT;3;0
J. MAZOU;LE BOUSCAT;2;0
TH. RADOUX;LE BOUSCAT;2;0
F. JOSEPH;LE BOUSCAT;1;0
E. GOUT;SAINT GALMIER;2;0
A. TINTILLIER;SAINT GALMIER;19;1
J. CUOQ;SAINT GALMIER;19;1
Q. CHAUVE-LAFFAY;SAINT GALMIER;32;10
ALEXIS LERENARD;SAINT GALMIER;9;1
P. CALLIER;SAINT GALMIER;26;4
L. LAMAZIERE;SAINT GALMIER;18;1
M. DUJMIC;SAINT GALMIER;7;0
PH. DANTHU;SAINT GALMIER;5;0
L. GARCIA;SAINT GALMIER;3;0
B. THIENNE;SAINT GALMIER;5;1
B. THOMAS;SAINT GALMIER;15;0
G. VIDAL;SAINT GALMIER;4;0
G. TOURON;SAINT GALMIER;6;0
F.J. PELTIER;SAINT GALMIER;17;1
N. JULIEN;SAINT GALMIER;2;0
D. MARASCO;SAINT GALMIER;4;0
MARTIAL GAUVIN;SAINT GALMIER;4;0
A. GAUDIN;SAINT GALMIER;3;0
B. CHAUVE-LAFFAY;SAINT GALMIER;17;2
TH. BUSSET;SAINT GALMIER;7;0
L. DURANTET;SAINT GALMIER;5;2
MARTIN CORMY;SAINT GALMIER;21;0
A. CURY;SAINT GALMIER;2;0
M. LAFFAY;SAINT GALMIER;3;0
ST. CORBIN;SAINT GALMIER;5;0
E. BRIAND;SAINT GALMIER;5;0
MLLE P. HERRY;SAINT GALMIER;2;0
L. PACIFICO;SAINT GALMIER;3;0
C. TRIBOLET;SAINT GALMIER;11;2
TH. GOUT;SAINT GALMIER;3;0
N. CINIER;SAINT GALMIER;1;0
H. SOREL;SAINT GALMIER;3;0
N. CORMY;SAINT GALMIER;6;0
MLLE V. LEMETAYER;SAINT GALMIER;2;0
R. GROSBOT;SAINT GALMIER;5;1
O. MERLE;SAINT GALMIER;5;0
S. JAMARD;SAINT GALMIER;2;0
F. BROUST;SAINT GALMIER;5;0
B. CHOURRE;SAINT GALMIER;2;0
J.L. VERRIERE;SAINT GALMIER;1;0
G. LAURENT;SAINT GALMIER;1;0
A. MALLET;SAINT GALMIER;1;0
B. RUET;SAINT GALMIER;22;0
MLLE CL.A. THOMAS;SAINT GALMIER;3;0
E. FAVIER;SAINT GALMIER;3;1
L. LIGOT;SAINT GALMIER;1;0
J.D. FRICONNET;SAINT GALMIER;1;0
PHILIPPE SEILER;SAINT GALMIER;4;0
TH. CLAIRET;SAINT GALMIER;4;0
R. BOUDAH;SAINT GALMIER;1;0
D. LAPRAY;SAINT GALMIER;4;0
A. LEGRAND;SAINT GALMIER;2;0
MME CASSANDRA OLIVIER;SAINT GALMIER;2;0
MLLE M. MARTINEAU;SAINT GALMIER;2;1
Y. LERENARD;SAINT GALMIER;3;0
MME V. BOUDIER-CORMY;SAINT GALMIER;2;1
F. TOUCHARD;SAINT GALMIER;1;1
L. JUBLOT;CHATEAUBRIANT;2;0
R. CONGARD;CHATEAUBRIANT;2;0
CH.A. MARY;CHATEAUBRIANT;1;1
O. TOUVAIS;CHATEAUBRIANT;1;0
B. ANGOT;CHATEAUBRIANT;1;0
A. ANDRE;CHATEAUBRIANT;2;0
Y.J. LE BEZVOET;CHATEAUBRIANT;1;0
ADRIEN BLANDIN;CHATEAUBRIANT;2;0
E.G. BLOT;CHATEAUBRIANT;2;0
A. NAVEAU;CHATEAUBRIANT;1;0
ST. DESHAYES;CHATEAUBRIANT;1;0
E. DE JESUS;CHATEAUBRIANT;2;0
C. PARYS;CHATEAUBRIANT;1;0
L. BEILEARD;CHATEAUBRIANT;2;0
MAXENCE LECOQ;CHATEAUBRIANT;1;0
M. MOREAU;CHATEAUBRIANT;1;0
S. TRIBOURDEAU;CHATEAUBRIANT;3;0
G. BOUTEILLER;CHATEAUBRIANT;2;0
R. JOLY;CHATEAUBRIANT;1;1
D. HEON;CHATEAUBRIANT;2;1
RENAUD JULIEN;CHATEAUBRIANT;1;0
N. ROUSSEAU;CHATEAUBRIANT;2;0
J.M. LE CERF;CHATEAUBRIANT;1;0
L. GUENET;CHATEAUBRIANT;2;0
L. LABBE;CHATEAUBRIANT;1;0
R. DEMAS;CHATEAUBRIANT;1;0
S. MARMION;CHATEAUBRIANT;1;1
C. DUBANCHET;CHATEAUBRIANT;1;0
T. BEAUVAIS;CHATEAUBRIANT;2;0
D. DAUVERNE;CHATEAUBRIANT;1;0
G. MARIN;CHATEAUBRIANT;1;0
MLLE CL. THUET;CHATEAUBRIANT;1;0
S. GOUGEON;CHATEAUBRIANT;1;0
R. HERNOT;CHATEAUBRIANT;3;0
M. POTIER;CHATEAUBRIANT;1;0
M. BEAUVAIS;CHATEAUBRIANT;1;0
L. LEGRAND;CHATEAUBRIANT;1;0
M. DELORME;CHATEAUBRIANT;2;0
R. ROIG-BALAGUER;CHATEAUBRIANT;1;0
J.CH. BEAUFILS;CHATEAUBRIANT;1;0
P.E. COLLARD;CHATEAUBRIANT;1;0
LEO BLAVETTE;CHATEAUBRIANT;1;1
V.M. MORIN;CHATEAUBRIANT;3;0
M. HERRAULT;CHATEAUBRIANT;2;0
D. MARSAULT;CHATEAUBRIANT;1;0
A.J. DAVID;CHATEAUBRIANT;1;0
H. SIONNEAU;CHATEAUBRIANT;1;0
P. BUHIGNE;CHATEAUBRIANT;1;0
V. SAUSSAYE;CHATEAUBRIANT;1;0
J. MELIS MACIAS;CHATEAUBRIANT;2;0
CH. BOISNARD;CHATEAUBRIANT;1;0
CH. PETREMENT;CHATEAUBRIANT;1;0
PH. BOUTIN;CHATEAUBRIANT;3;0
G. DONIO;CHATEAUBRIANT;2;0
MME D. BEAUFILS ERNAULT;CHATEAUBRIANT;1;0
MLLE M. LIBERGE;CHATEAUBRIANT;1;0
J.M. GODARD;CHATEAUBRIANT;1;0
CHRISTOPHER CORBINEAU;CHATEAUBRIANT;1;1
G. BLANDIN;CHATEAUBRIANT;1;0
FRANCOIS LECATHELINAIS;VINCENNES;2;0
J. BRUNEAU;VINCENNES;2;0
D. LOCQUENEUX;VINCENNES;7;2
J. VELDMAN;VINCENNES;2;0
CL. THOMAIN;VINCENNES;4;0
N. PERRON;VINCENNES;4;0
JULIEN RAFFESTIN;LYON LA SOIE;3;2
J.CH. SOREL;LYON LA SOIE;9;2
M. PANTIC;LYON LA SOIE;1;0
A. PILLON;LYON LA SOIE;1;0
P. PELLEROT;LYON LA SOIE;5;0
E. DE JESUS;LYON LA SOIE;2;1
A.A. CHAVATTE;NANTES;2;0
G. MARIN;NANTES;7;0
R. SEVESTRE;NANTES;1;0
N. PACHA;NANTES;4;0
CH. BOISNARD;NANTES;6;0
M. MONACO;NANTES;1;0
L. BEILEARD;NANTES;2;0
G. PRAT;NANTES;6;0
C. BEDEL;NANTES;2;0
V. REZE;NANTES;2;0
M. CHOLLOUX;NANTES;1;0
TH. RAFFIN;NANTES;7;2
Y. SALIOT;NANTES;3;0
CH. DREUX;NANTES;2;0
B. HARDY;NANTES;1;0
MLLE NOEMIE HARDY;NANTES;2;0
C. FERRE;NANTES;3;0
A. RANDON;NANTES;2;0
S. MARMION;NANTES;1;0
MLLE MATHILDE LEPAGE;NANTES;1;0
MLLE L. DARLAY;NANTES;1;0
EMILIEN DUPONT;NANTES;1;0
J.CH. BEAUFILS;NANTES;2;0
MME M.K. DUVAL;NANTES;1;0
MAXENCE LECOQ;NANTES;2;0
TH. GOUJON;NANTES;1;0
H. BAUMER;NANTES;1;0
F. TOUCHARD;NANTES;2;0
C. BATY;NANTES;1;0
MME E. SOURICE;NANTES;2;1
MLLE CH. MARCILLE;NANTES;1;0
R. PELLIER;NANTES;1;0
TH. MARTIN;NANTES;1;0
JULIEN RENAULT;NANTES;1;0
B. CHEVILLARD;NANTES;1;0
P. HERGNO;NANTES;2;0
MLLE A. CHANTRIS;NANTES;1;0
A. UNTERREINER;VINCENNES;4;0
M. BRIDAULT;VINCENNES;1;0
T. VALLETTE;VINCENNES;1;0
J.PH. BAZIRE;VINCENNES;6;0
MME M. HAWAS;VINCENNES;3;0
G. POREE;VINCENNES;1;0
P. TROIA;VINCENNES;1;0
D. GRIMAULT;VINCENNES;5;0
L.M. DAVID;VINCENNES;23;2
P. MONTHULE;VINCENNES;1;0
G. SIMON;VINCENNES;3;0
S. OLIVIER;VINCENNES;5;0
ALEXANDRE BODIN;VINCENNES;9;0
R. DERIEUX;VINCENNES;13;1
S. BAUDE;VINCENNES;4;0
PIERRICK LE MOEL;CAGNES/MER;22;1
R.CH. LARUE;CAGNES/MER;1;0
A. GARANDEAU;CAGNES/MER;1;0
MME LANA HENRY;CAGNES/MER;5;1
L. GARCIA;CAGNES/MER;5;0
J.J. BELLEVEAUX;CAGNES/MER;7;1
F. LECANU;MAUQUENCHY;3;0
G. HOUEL;MAUQUENCHY;1;0
F. NIVARD;MAUQUENCHY;12;3
K. DEPUYDT;MAUQUENCHY;4;0
J. VAN DEN PUTTE JR.;MAUQUENCHY;1;0
S. POILANE;MAUQUENCHY;3;1
C. DEFFAUX;MAUQUENCHY;7;0
P. VERCRUYSSE;MAUQUENCHY;2;1
L. GABORIT;MAUQUENCHY;1;0
A. REBECHE;MAUQUENCHY;4;0
A. LAMY;MAUQUENCHY;3;0
K. BROSSARD;MAUQUENCHY;2;0
G. LICCARDO;MAUQUENCHY;2;0
ALEXANDRE BODIN;MAUQUENCHY;4;0
H. LECOT;MAUQUENCHY;1;0
PH. MASSCHAELE;MAUQUENCHY;12;0
S. HOUYVET;MAUQUENCHY;4;0
R. SEVESTRE;MAUQUENCHY;1;0
R. DOUYERE;MAUQUENCHY;2;0
P. HORNOY;MAUQUENCHY;1;0
L.M. DAVID;MAUQUENCHY;4;0
ADRIEN BLANDIN;MAUQUENCHY;1;0
J. TRAVERS;MAUQUENCHY;7;0
T. OUVRIE;MAUQUENCHY;2;0
D. DELAROCHE;MAUQUENCHY;2;0
G. DELACOUR;MAUQUENCHY;1;0
F. LAGADEUC;MAUQUENCHY;14;0
L. TRAVERT;MAUQUENCHY;1;0
G. SUCAET;MAUQUENCHY;1;0
C. GOURGAND;MAUQUENCHY;1;0
R. HUE;MAUQUENCHY;5;0
D. CAILLET;MAUQUENCHY;2;0
A. NEIRINCK;MAUQUENCHY;2;1
S. LABOUTIQUE;MAUQUENCHY;3;0
MLLE EMILIE DUPERCHE;MAUQUENCHY;1;0
S. HOSTE;MAUQUENCHY;1;0
MME B. GUENET;MAUQUENCHY;3;0
P.M. ALLAIS;MAUQUENCHY;5;0
A. MOURAUD;MAUQUENCHY;1;0
K. PHLYPO;MAUQUENCHY;1;0
T. PERRIER;MAUQUENCHY;1;0
E.G. BLOT;ANGERS;3;0
B. ROCHARD;ANGERS;8;0
L. CHUPIN;ANGERS;3;0
V.TH. RENAULT;ANGERS;2;0
E. RAFFIN;ANGERS;13;3
M. ABRIVARD;ANGERS;12;2
K. DAVID;ANGERS;2;0
A. COLLETTE;ANGERS;6;0
TH. OSSUN;ANGERS;1;1
BASTIEN JOSEPH;ANGERS;1;0
O. RAFFIN;ANGERS;8;1
J. DUBOIS;ANGERS;2;1
CL. GUILLON;ANGERS;2;0
J. CERISIER;ANGERS;3;0
E. DE JESUS;ANGERS;6;0
R. CONGARD;ANGERS;1;0
MEWENN BOURLIER;ANGERS;1;0
B. LEREBOURG;ANGERS;2;0
G. PRAT;ANGERS;1;0
C. MEGISSIER;ANGERS;1;0
A. CHERADAME;ANGERS;1;0
F. JOSEPH;ANGERS;2;0
R. LE CREPS;ANGERS;2;0
A. ABRIVARD;ANGERS;7;2
J. BLAVETTE;ANGERS;3;0
Y.J. LE BEZVOET;ANGERS;2;0
ANTHONY DOLLION;ANGERS;1;0
B. HARDY;ANGERS;4;0
MLLE M. BLOT;ANGERS;2;0
P. PELLEROT;ANGERS;6;0
H. MONTHULE;ANGERS;2;0
J.PH. MARY;ANGERS;2;0
D. BEKAERT;VINCENNES;11;1
M. PISTONE;VINCENNES;1;0
P. COURVAL;VINCENNES;2;0
P. BOUGON BOUGEARD;VINCENNES;5;0
